"Impact","CVE Identifier","TITLE","TYPE","PUBLISHED","UPDATED"
"Medium","CVE-2020-5329","DSA-2020-046: Dell EMC Avamar Server Open Redirect Vulnerability.","Advisory","26 Feb 2020","10 Nov 2021"
"High","CVE-2021-36286, CVE-2021-36297","DSA-2021-163: Dell SupportAssist for Home PCs and Business PCs security update for multiple vulnerabilities","Advisory","30 Aug 2021","10 Nov 2021"
"High","CVE-2021-3516, CVE-2021-3517, CVE-2021-3518, CVE-2021-3537, CVE-2020-24586, CVE-2020-24587, CVE-2020-26139, CVE-2020-26141, CVE-2020-26145, CVE-2020-26147, CVE-2021-3491, CVE-2021-23133, CVE-2021-23134, CVE-2021-32399, CVE-2021-33034, CVE-2021-33200, CVE-2021-3541, CVE-2019-3688, CVE-2019-3690, CVE-2020-8013, CVE-2020-36385, CVE-2021-3609, CVE-2021-3612, CVE-2021-22555, CVE-2021-33909, CVE-2020-12049, CVE-2020-35512, CVE-2020-0429, CVE-2020-36386, CVE-2021-3659, CVE-2021-22543, CVE-2021-37576, CVE-2021-38185, CVE-2021-22898, CVE-2021-25217, CVE-2021-33560, CVE-2019-20387, CVE-2021-3200, CVE-2019-25045, CVE-2020-24588, CVE-2020-26558, CVE-2020-36386, CVE-2021-0129, CVE-2021-0512, CVE-2021-0605, CVE-2021-33624, CVE-2021-34693, CVE-2021-33910, CVE-2021-22922, CVE-2021-22923, CVE-2021-22924, CVE-2021-22925, CVE-2016-10228, CVE-2021-35942, CVE-2021-3672, CVE-2018-14681, CVE-2018-14682","DSA-2021-222: Dell EMC NetWorker vProxy Security Update for Multiple Vulnerabilities","Advisory","09 Nov 2021","10 Nov 2021"
"High","CVE-2019-0089, CVE-2018-9086","DSA-2019-198: Dell EMC Avamar Security updates for SPS and BMC Vulnerabilities","Advisory","20 Dec 2019","09 Nov 2021"
"Medium","CVE-2021-0197, CVE-2021-0198, CVE-2021-0199, CVE-2021-0200, CVE-2021-33058, CVE-2021-33059, CVE-2021-33098","DSA-2021-230: Dell PowerEdge Server Security Update for Intel Ethernet Drivers and Controllers Vulnerabilities","Advisory","02 Nov 2021","09 Nov 2021"
"High","CVE-2019-3765","DSA-2019-138: Dell EMC Avamar Incorrect Permission Assignment for Critical Resource Vulnerability","Advisory","03 Oct 2019","09 Nov 2021"
"High","CVE-2019-3752","DSA-2019-119: Dell EMC Avamar XML External Entity Injection Vulnerability","Advisory","10 Oct 2019","09 Nov 2021"
"Critical","CVE-2020-5341","DSA-2020-057: Dell EMC Avamar Server and Dell EMC Integrated Data Protection Appliance Deserialization of Untrusted Data Vulnerability","Advisory","03 Mar 2020","09 Nov 2021"
"High","CVE-2021-0135","DSA-2021-246: Dell SupportAssist for Home PCs and Business PCs Security Update for Intel Ethernet Diagnostic Driver Third-Party Component Vulnerability","Advisory","09 Nov 2021","09 Nov 2021"
"Medium","CVE-2021-36311, CVE-2021-33909","DSA-2021-193: Dell EMC NetWorker and Dell EMC NetWorker vProxy Security Update for Multiple Vulnerabilities","Advisory","11 Oct 2021","08 Nov 2021"
"High","CVE-2020-12360, CVE-2020-24486, CVE-2020-12358","DSA-2021-225: Dell EMC Disk Library for mainframe Security Update for 2021.1 Intel Platform Update (IPU) Vulnerabilities","Advisory","04 Nov 2021","04 Nov 2021"
"High","CVE-2020-9484","DSA-2020-161: Dell EMC Avamar Server and Dell EMC PowerProtect Data Protection Security Update for an Apache Tomcat Vulnerability","Advisory","03 Aug 2020","04 Nov 2021"
"Critical","See Advisory.","DSA-2021-141: Dell Avamar and NetWorker Security Update for Multiple Components","Advisory","07 Jul 2021","04 Nov 2021"
"Critical","See Release Notes","DSA-2020-160: Dell EMC Avamar and NetWorker Security Update for Multiple Component Vulnerabilities","Advisory","23 Jun 2020","04 Nov 2021"
"Critical","See Advisory","DSA-2020-219: Dell EMC Avamar and NetWorker Security Update for Multiple Third Party Component Vulnerabilities","Advisory","10 Sep 2020","04 Nov 2021"
"Critical","See Release Notes","DSA-2021-001: Dell EMC Avamar and NetWorker Security Update for Multiple Components","Advisory","05 Jan 2021","04 Nov 2021"
"Critical","See Advisory","DSA-2021-039: Dell EMC Avamar and NetWorker Security Update for Multiple Components","Advisory","18 Feb 2021","04 Nov 2021"
"Critical","See Advisory","DSA-2020-105: Dell EMC Avamar and NetWorker Security Update for Multiple Components","Advisory","15 Apr 2020","04 Nov 2021"
"Critical","See Advisory","DSA-2019-201: Dell EMC Avamar and NetWorker Security Update for Multiple Third Component Vulnerabilities","Advisory","19 Dec 2019","04 Nov 2021"
"High","CVE-2018-20669, CVE-2019-20934, CVE-2020-14372, CVE-2020-25632, CVE-2020-25647, CVE-2020-27749, CVE-2020-27779, CVE-2021-20225, CVE-2021-20233, CVE-2020-28374, CVE-2020-36158, CVE-2020-27825, CVE-2020-27068, CVE-2020-29660, CVE-2020-29661, CVE-2020-27777, CVE-2020-27786, CVE-2020-14803, CVE-2020-14792, CVE-2020-14781, CVE-2020-14782, CVE-2020-14797, CVE-2020-14779, CVE-2020-14796, CVE-2020-14798, CVE-2020-14803, CVE-2020-1971, CVE-2020-0466, CVE-2020-0465, CVE-2020-0444, CVE-2020-4788, CVE-2021-2161, CVE-2021-2163, CVE-2021-21601","DSA-2021-147: Dell EMC Data Protection Search and Dell EMC PowerProtect Data Protection Security Update for Multiple Vulnerabilities","Advisory","12 Jul 2021","04 Nov 2021"
"Medium","CVE-2019-11358, CVE-2020-11022, CVE-2020-11023","DSA-2021-170: Dell EMC Data Protection Search Security Update for JQuery Vulnerabilities","Advisory","16 Aug 2021","04 Nov 2021"
"Critical","CVE-2020-29493, CVE-2020-29494, CVE-2020-29495","DSA-2020-272 Dell EMC Avamar Server and Dell EMC Integrated Data Protection Appliance Security Update for Multiple Vulnerabilities","Advisory","12 Jan 2021","02 Nov 2021"
"High","CVE-2021-21511","DSA-2021-033 Dell EMC Avamar Server Improper Authorization Vulnerability","Advisory","09 Feb 2021","01 Nov 2021"
"Critical","CVE-2019-2949, CVE-2019-2989, CVE-2019-2958, CVE-2019-2977, CVE-2019-2975, CVE-2019-2999, CVE-2019-2996, CVE-2019-2987, CVE-2019-2962, CVE-2019-2988, CVE-2019-2992, CVE-2019-2964, CVE-2019-2973, CVE-2019-2981, CVE-2019-2978, CVE-2019-2894, CVE-2019-2983, CVE-2019-2933, CVE-2019-2945, CVE-2019-0887, CVE-2019-1006, CVE-2019-1071, CVE-2019-1073, CVE-2019-1082, CVE-2019-1085, CVE-2019-1088, CVE-2019-1089, CVE-2019-1093, CVE-2019-1094, CVE-2019-1095, CVE-2019-1096, CVE-2019-1097, CVE-2019-1098, CVE-2019-1099, CVE-2019-1100, CVE-2019-1101, CVE-2019-1102, CVE-2019-1108, CVE-2019-1116, CVE-2019-1132, CVE-2019-0683, CVE-2019-0888, CVE-2019-0904, CVE-2019-0905, CVE-2019-0906, CVE-2019-0907, CVE-2019-0908, CVE-2019-0909, CVE-2019-0941, CVE-2019-0943, CVE-2019-0948, CVE-2019-0960, CVE-2019-0968, CVE-2019-0972, CVE-2019-0973, CVE-2019-0974, CVE-2019-0977, CVE-2019-0984, CVE-2019-0985, CVE-2019-0986, CVE-2019-1009, CVE-2019-1010, CVE-2019-1011, CVE-2019-1012, CVE-2019-1013, CVE-2019-1014, CVE-2019-1015, CVE-2019-1016, CVE-2019-1017, CVE-2019-1019, CVE-2019-1025, CVE-2019-1028, CVE-2019-1039, CVE-2019-1040, CVE-2019-1043, CVE-2019-1045, CVE-2019-1046, CVE-2019-1047, CVE-2019-1048, CVE-2019-1049, CVE-2019-1053, CVE-2017-8533, CVE-2019-0708, CVE-2019-0734, CVE-2019-0758, CVE-2019-0863, CVE-2019-0881, CVE-2019-0882, CVE-2019-0885, CVE-2019-0889, CVE-2019-0890, CVE-2019-0891, CVE-2019-0893, CVE-2019-0894, CVE-2019-0895, CVE-2019-0896, CVE-2019-0897, CVE-2019-0898, CVE-2019-0899, CVE-2019-0900, CVE-2019-0901, CVE-2019-0902, CVE-2019-0903, CVE-2019-0936, CVE-2019-0961, CVE-2019-1001, CVE-2019-1004, CVE-2019-1056, CVE-2019-1059, CVE-2019-1063, CVE-2019-1104, CVE-2019-11068","DSA-2019-186: Dell EMC Unisphere for PowerMax, Dell EMC Unisphere for PowerMax Virtual Appliance, Dell EMC Solutions Enabler, Dell EMC Solutions Enabler Virtual Appliance and Dell EMC PowerMax Embedded Management Update for Multiple Third Party Components","Advisory","13 Dec 2019","01 Nov 2021"
"Critical","CVE-2021-1361","DSA-2021-219: Dell EMC PowerFlex rack Security Update for a Cisco Nexus switch Vulnerability","Advisory","19 Oct 2021","30 Oct 2021"
"High","CVE-2021-0129, CVE-2021-3711, CVE-2021-3712, CVE-2020-26558","DSA-2021-184: Dell Hybrid Client and Dell Client Agent – Enabler Security Update for Multiple Vulnerabilities","Advisory","13 Sep 2021","27 Oct 2021"
"Medium","CVE-2021-3712","DSA-2021-217: Dell Wyse Device Agent for Windows 10 IoT Enterprise Security Update for an OpenSSL Vulnerability","Advisory","27 Oct 2021","27 Oct 2021"
"High","CVE-2020-24511, CVE-2020-12358, CVE-2020-12360, CVE-2020-24486, CVE-2021-21576, CVE-2021-21577, CVE-2021-21578, CVE-2021-21579, CVE-2021-21580, CVE-2021-36301, CVE-2021-21581, CVE-2021-36299, CVE-2021-21994, CVE-2021-21995","DSA-2021-173: Dell EMC VxFlex Ready Node Security Update for Multiple Vulnerabilities","Advisory","22 Oct 2021","26 Oct 2021"
"Critical","CVE-2021-21972, CVE-2021-21973, CVE-2021-21974, CVE-2021-20225, CVE-2021-20233, CVE-2020-14372, CVE-2020-25632, CVE-2020-25647, CVE-2020-27749, CVE-2020-27779","DSA-2021-066: Dell PowerFlex Appliance Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","29 Mar 2021","26 Oct 2021"
"Critical","CVE-2021-21985, CVE-2021-21986","DSA-2021-128: Dell PowerFlex Appliance Security Update for VMware vCenter Server Component Vulnerabilities","Advisory","10 Jun 2021","25 Oct 2021"
"High","CVE-2019-2730, CVE-2019-2731, CVE-2019-2737, CVE-2019-2738, CVE-2019-2739, CVE-2019-2740, CVE-2019-2741, CVE-2019-2743, CVE-2019-2746, CVE-2019-2747, CVE-2019-2752, CVE-2019-2755, CVE-2019-2757, CVE-2019-2758, CVE-2019-2774, CVE-2019-2778, CVE-2019-2780, CVE-2019-2784, CVE-2019-2785, CVE-2019-2789, CVE-2019-2791, CVE-2019-2795, CVE-2019-2796, CVE-2019-2797, CVE-2019-2798, CVE-2019-2800, CVE-2019-2801, CVE-2019-2802, CVE-2019-2803, CVE-2019-2805, CVE-2019-2808, CVE-2019-2810, CVE-2019-2811, CVE-2019-2812, CVE-2019-2814, CVE-2019-2815, CVE-2019-2819, CVE-2019-2822, CVE-2019-2826, CVE-2019-2830, CVE-2019-2834, CVE-2019-2879, CVE-2019-2910, CVE-2019-2911, CVE-2019-2914, CVE-2019-2922, CVE-2019-2923, CVE-2019-2924, CVE-2019-2938, CVE-2019-2946, CVE-2019-2948, CVE-2019-2950, CVE-2019-2957, CVE-2019-2960, CVE-2019-2963, CVE-2019-2966, CVE-2019-2967, CVE-2019-2968, CVE-2019-2969, CVE-2019-2974, CVE-2019-2982, CVE-2019-2991, CVE-2019-2993, CVE-2019-2997, CVE-2019-2998, CVE-2019-3003, CVE-2019-3004, CVE-2019-3009, CVE-2019-3011, CVE-2019-3018, CVE-2019-8457, CVE-2020-2572, CVE-2020-2577, CVE-2020-2579, CVE-2020-2580, CVE-2020-2584, CVE-2020-2588, CVE-2020-2589, CVE-2020-2627, CVE-2020-2660, CVE-2020-2679, CVE-2020-2686, CVE-2020-2694","DSA-2020-082: Dell EMC SRM and Dell EMC Storage Monitoring and Reporting (SMR) Security Update for MySQL Vulnerabilities","Advisory","30 Mar 2020","21 Oct 2021"
"Critical","See Advisory","DSA-2020-014: Dell EMC SRM and Dell EMC Storage Monitoring and Reporting (SMR) Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","06 Dec 2019","21 Oct 2021"
"Medium","CVE-2011-3389","DSA-2021-087: Dell SRM and Dell Storage Monitoring and Reporting (SMR) Security Update for Third party component","Advisory","14 Apr 2021","21 Oct 2021"
"Critical","CVE-2019-18580","DSA-2019-176: Dell EMC Storage Monitoring and Reporting (SMR) Java RMI Deserialization of Untrusted Data Vulnerability","Advisory","22 Nov 2019","21 Oct 2021"
"Medium","CVE-2020-11022","DSA-2020-270: Dell EMC PowerPath Management Appliance (PPMA) Security Update for jQuery Vulnerabilities","Advisory","30 Nov 2020","21 Oct 2021"
"High","CVE-2021-25122, CVE-2020-13943","DSA-2021-175: PowerPath Management Appliance Security Update for an Apache Tomcat Vulnerability","Advisory","23 Aug 2021","21 Oct 2021"
"Critical","CVE-2020-11896, CVE-2020-11897, CVE-2020-11898, CVE-2020-11899, CVE-2020-11900, CVE-2020-11901, CVE-2020-11902, CVE-2020-11903, CVE-2020-11904, CVE-2020-11905, CVE-2020-11906, CVE-2020-11907, CVE-2020-11908, CVE-2020-11909, CVE-2020-11910, CVE-2020-11911, CVE-2020-11912, CVE-2020-11913, CVE-2020-11914","DSA-2020-264: Dell EMC PowerFlex rack Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","25 Nov 2020","21 Oct 2021"
"High","CVE-2020-0587, CVE-2020-0588, CVE-2020-0590, CVE-2020-0591, CVE-2020-0592, CVE-2020-0593, CVE-2020-8705, CVE-2020-8696, CVE-2020-8674, CVE-2020-8738, CVE-2020-8739, CVE-2020-8740, CVE-2021-3156","DSA-2021-051: Dell EMC PowerFlex appliance Security Update for Multiple Third-Party Component Vulnerability","Advisory","03 Mar 2021","21 Oct 2021"
"High","CVE-2015-8385, CVE-2016-3191, CVE-2016-4484, CVE-2019-5827, CVE-2019-12749","DSA-2020-244: Dell EMC CSI for PowerFlex Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","10 Nov 2020","21 Oct 2021"
"Critical","CVE-2005-4900, CVE-2011-2186, CVE-2011-1097, CVE-2014-9390, CVE-2014-2855, CVE-2014-8242, CVE-2014-9512, CVE-2014-3499, CVE-2014-5277, CVE-2014-6407, CVE-2014-6408, CVE-2014-8178, CVE-2014-8179, CVE-2014-9356, CVE-2014-9357, CVE-2014-9358, CVE-2015-2326, CVE-2015-3627, CVE-2015-3629, CVE-2015-3630, CVE-2015-3631, CVE-2016-9962, CVE-2016-9962, CVE-2016-2315, CVE-2016-2324, CVE-2016-3697, CVE-2016-8867, CVE-2016-9962, CVE-2016-10228, CVE-2017-8386, CVE-2017-7186, CVE-2017-8786, CVE-2017-14867, CVE-2017-15298, CVE-2017-14992, CVE-2017-16539, CVE-2017-16548, CVE-2017-17433, CVE-2017-17434, CVE-2017-1000117, CVE-2018-5764, CVE-2018-16873, CVE-2018-16874, CVE-2018-16875, CVE-2018-16873, CVE-2018-16874, CVE-2018-16875, CVE-2018-14681, CVE-2018-14682, CVE-2018-10892, CVE-2018-15664, CVE-2018-16873, CVE-2018-16874, CVE-2018-16875, CVE-2018-20699, CVE-2018-19432, CVE-2018-19758, CVE-2018-11233, CVE-2018-11235, CVE-2018-17456, CVE-2018-19486, CVE-2019-5736, CVE-2019-1348, CVE-2019-1349, CVE-2019-1351, CVE-2019-1353, CVE-2019-5736, CVE-2019-12749, CVE-2019-25045, CVE-2019-16884, CVE-2019-19921, CVE-2019-19604, CVE-2019-13509, CVE-2019-14271, CVE-2020-12049, CVE-2020-35512, CVE-2020-13401, CVE-2020-15257, CVE-2020-11008, CVE-2020-14556, CVE-2020-14577, CVE-2020-14578, CVE-2020-14579, CVE-2020-14581, CVE-2020-14583, CVE-2020-14593, CVE-2020-14621, CVE-2020-14779, CVE-2020-14781, CVE-2020-14782, CVE-2020-14792, CVE-2020-14796, CVE-2020-14797, CVE-2020-14798, CVE-2020-14803, CVE-2020-15157, CVE-2020-15257, CVE-2020-24588, CVE-2020-26558, CVE-2020-36385, CVE-2020-36386, CVE-2020-0429, CVE-2021-0129, CVE-2021-0512, CVE-2021-0605, CVE-2021-3609, CVE-2021-3612, CVE-2021-3659, CVE-2021-2161, CVE-2021-2163, CVE-2021-2341, CVE-2021-2369, CVE-2021-2388, CVE-2021-3246, CVE-2021-38185, CVE-2021-21300, CVE-2021-21284, CVE-2021-22922, CVE-2021-22923, CVE-2021-22924, CVE-2021-22925, CVE-2021-33910, CVE-2021-35942, CVE-2021-22543, CVE-2021-22555, CVE-2021-21334, CVE-2021-32760, CVE-2021-33624, CVE-2021-33909, CVE-2021-34693, CVE-2021-37576, CVE-2021-30465","DSA-2021-195: Dell EMC Data Protection Central Security and Dell EMC PowerProtect Data Protection Update for Multiple Third-Party Component Vulnerabilities","Advisory","21 Sep 2021","20 Oct 2021"
"High","CVE-2021-3712, CVE-2021-29921, CVE-2020-28928, CVE-2021-2388, CVE-2021-2369, CVE-2021-2432, CVE-2021-2341","DSA-2021-220: Dell EMC Data Protection Search and Dell EMC PowerProtect Data Protection Security Update for Multiple Vulnerabilities","Advisory","20 Oct 2021","20 Oct 2021"
"High","CVE-2021-21518","DSA-2021-052: Dell SupportAssist for Home PCs and Business PCs Security Update for PC-Doctor Plugin Vulnerability","Advisory","10 Mar 2021","20 Oct 2021"
"High","CVE-2021-21290, CVE-2021-21295, CVE-2021-21409","DSA-2021-167: Dell EMC SupportAssist Enterprise Security Update for Third-party Component Vulnerability","Advisory","30 Aug 2021","20 Oct 2021"
"Critical","See Advisory","DSA-2021-047: Dell SupportAssist Enterprise Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","26 Feb 2021","20 Oct 2021"
"High","CVE-2015-3414, CVE-2015-3415, CVE-2015-9096, CVE-2016-1544, CVE-2016-2339, CVE-2016-6153, CVE-2016-6328, CVE-2016-7798, CVE-2017-0898, CVE-2017-0899, CVE-2017-0900, CVE-2017-0901, CVE-2017-0902, CVE-2017-0903, CVE-2017-2518, CVE-2017-5357, CVE-2017-7544, CVE-2017-9103, CVE-2017-9104, CVE-2017-9105, CVE-2017-9106, CVE-2017-9107, CVE-2017-9108, CVE-2017-9109, CVE-2017-9228, CVE-2017-9229, CVE-2017-10784, CVE-2017-10989, CVE-2017-14033, CVE-2017-14064, CVE-2017-17405, CVE-2017-17742, CVE-2017-17790, CVE-2018-6914, CVE-2018-8740, CVE-2018-8777, CVE-2018-8778, CVE-2018-8779, CVE-2018-8780, CVE-2018-8956, CVE-2018-13139, CVE-2018-16395, CVE-2018-16396, CVE-2018-18384, CVE-2018-19432, CVE-2018-19758, CVE-2018-20030, CVE-2018-20346, CVE-2018-1000073, CVE-2018-1000074, CVE-2018-1000075, CVE-2018-1000076, CVE-2018-1000077, CVE-2018-1000078, CVE-2018-1000079, CVE-2018-1000168, CVE-2019-15845, CVE-2019-16168, CVE-2019-16201, CVE-2019-16254, CVE-2019-16255, CVE-2019-18218, CVE-2019-18348, CVE-2019-19244, CVE-2019-19317, CVE-2019-19603, CVE-2019-19645, CVE-2019-19646, CVE-2019-19880, CVE-2019-19923, CVE-2019-19924, CVE-2019-19925, CVE-2019-19926, CVE-2019-19959, CVE-2019-19977, CVE-2019-20218, CVE-2019-20386, CVE-2019-20387, CVE-2019-20807, CVE-2019-20916, CVE-2019-8320, CVE-2019-8321, CVE-2019-8322, CVE-2019-8323, CVE-2019-8324, CVE-2019-8325, CVE-2019-8457, CVE-2019-9278, CVE-2019-9511, CVE-2019-9513, CVE-2019-9674, CVE-2020-0093, CVE-2020-10543, CVE-2020-10663, CVE-2020-10733, CVE-2020-10878, CVE-2020-11080, CVE-2020-11868, CVE-2020-12049, CVE-2020-12723, CVE-2020-12767, CVE-2020-13112, CVE-2020-13113, CVE-2020-13114, CVE-2020-13434, CVE-2020-13435, CVE-2020-13630, CVE-2020-13631, CVE-2020-13632, CVE-2020-13817, CVE-2020-14349, CVE-2020-14350, CVE-2020-15025, CVE-2020-15358, CVE-2020-24586, CVE-2020-24587, CVE-2020-24588, CVE-2020-25694, CVE-2020-25695, CVE-2020-25696, CVE-2020-26139, CVE-2020-26141, CVE-2020-26145, CVE-2020-26147, CVE-2020-26558, CVE-2020-27618, CVE-2020-27619, CVE-2020-27828, CVE-2020-29562, CVE-2020-29573, CVE-2020-35512, CVE-2020-36221, CVE-2020-36222, CVE-2020-36223, CVE-2020-36224, CVE-2020-36225, CVE-2020-36226, CVE-2020-36227, CVE-2020-36228, CVE-2020-36229, CVE-2020-36230, CVE-2020-36385, CVE-2020-36386, CVE-2020-8492, CVE-2020-8625, CVE-2020-9327, CVE-2021-0129, CVE-2021-0512, CVE-2021-0605, CVE-2021-2163, CVE-2021-3177, CVE-2021-3200, CVE-2021-3246, CVE-2021-3272, CVE-2021-3468, CVE-2021-3491, CVE-2021-3516, CVE-2021-3517, CVE-2021-3518, CVE-2021-3537, CVE-2021-3560, CVE-2021-3580, CVE-2021-3609, CVE-2021-3672, CVE-2021-3712, CVE-2021-3781, CVE-2021-20254, CVE-2021-22555, CVE-2021-22922, CVE-2021-22923, CVE-2021-22924, CVE-2021-22925, CVE-2021-23133, CVE-2021-23134, CVE-2021-23336, CVE-2021-25214, CVE-2021-25215, CVE-2021-25317, CVE-2021-26937, CVE-2021-27212, CVE-2021-27218, CVE-2021-27219, CVE-2021-31535, CVE-2021-32399, CVE-2021-33034, CVE-2021-33200, CVE-2021-33560, CVE-2021-33624, CVE-2021-33909, CVE-2021-33910, CVE-2021-34693, CVE-2021-38185","DSA-2021-209: Dell EMC Cloud Tiering Appliance Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","07 Oct 2021","19 Oct 2021"
"High","CVE-2020-0548, CVE-2020-0549, CVE-2020-0545, CVE-2020-3955","DSA-2020-202: PowerFlex Rack Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","11 Aug 2020","19 Oct 2021"
"Medium","CVE-2015-4000, CVE-2016-2183","DSA-2020-201: PowerFlex Manager Security Update for OpenSSH Vulnerabilities","Advisory","11 Aug 2020","19 Oct 2021"
"Critical","See Advisory","DSA-2021-012: Dell EMC Secure Remote Services Virtual Edition Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","21 Jan 2021","18 Oct 2021"
"Critical","CVE-2019-3688, CVE-2019-20387, CVE-2019-25045, CVE-2020-11984, CVE-2020-13950, CVE-2020-14344, CVE-2020-24586, CVE-2020-24587, CVE-2020-24588, CVE-2020-26139, CVE-2020-26141, CVE-2020-26145, CVE-2020-26147, CVE-2020-26558, CVE-2020-35452, CVE-2020-36386, CVE-2021-0129, CVE-2021-0512, CVE-2021-0605, CVE-2021-3200, CVE-2021-3393, CVE-2021-3491, CVE-2021-3541, CVE-2021-3711, CVE-2021-3712, CVE-2021-20229, CVE-2021-21300, CVE-2021-22898, CVE-2021-23133, CVE-2021-23134, CVE-2021-24588, CVE-2021-26145, CVE-2021-26690, CVE-2021-26691, CVE-2021-30641, CVE-2021-31535, CVE-2021-31618, CVE-2021-32027, CVE-2021-32399, CVE-2021-32028, CVE-2021-32029, CVE-2021-33034, CVE-2021-33200, CVE-2021-33560, CVE-2021-33624, CVE-2021-33909, CVE-2021-34693","DSA-2021-211: Dell EMC Secure Remote Services (SRS) Virtual Edition Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","13 Oct 2021","14 Oct 2021"
"Critical","","DSA-2020-030: Dell EMC VNXe3200 Family Security Update for Multiple Vulnerabilities","Advisory","22 Jan 2020","14 Oct 2021"
"Critical","See Advisory","DSA-2020-289: Dell Technologies VNXe1600 Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","18 Dec 2020","14 Oct 2021"
"Critical","See Advisory","DSA-2021-115: DELL Secure Remote Services Virtual Edition Security Update for Multiple Third-party component Vulnerabilities","Advisory","07 Jun 2021","14 Oct 2021"
"Critical","See Advisory","DSA-2021-053: Dell Secure Remote Services Virtual Edition (SRS) Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","25 Mar 2021","14 Oct 2021"
"Critical","See Advisory","DSA-2020-232: Dell EMC Secure Remote Services Virtual Edition Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","15 Oct 2020","14 Oct 2021"
"High","CVE-2021-21517","DSA-2021-045: Dell EMC SRS Policy Manager Security Update for XML External Entity Injection Vulnerability","Advisory","25 Feb 2021","14 Oct 2021"
"High","CVE-2021-36276","DSA-2021-152: Dell Client Platform Security Update for an Insufficient Access Control Vulnerability in the Dell DBUtilDrv2.sys Driver","Advisory","29 Jul 2021","13 Oct 2021"
"Critical","See Advisory","DSA-2020-116: Dell EMC VxRail Appliance Security Update for Dell EMC SRS/ESRS","Advisory","02 May 2020","13 Oct 2021"
"Critical","CVE-2020-3952","DSA-2020-109: Dell EMC VxRail Appliances Security Update for VMware vCenter Server vulnerability","Advisory","20 Apr 2020","13 Oct 2021"
"Medium","CVE-2019-5536","DSA-2020-026: Dell EMC VCF over VxRail Security Update for VMware VMware ESXi denial-of-service vulnerability","Advisory","20 Jan 2020","13 Oct 2021"
"Medium","CVE-2019-3764","DSA-2020-025: Dell EMC VCF over VxRail Security Update for Dell DMC iDRAC Improper Authorization Vulnerability","Advisory","20 Jan 2020","13 Oct 2021"
"Medium","CVE-2019-5536","DSA-2020-012: VxRail Security Update for VMware ESXi denial-of-service vulnerability","Advisory","10 Jan 2020","13 Oct 2021"
"Critical","","DSA-2019-197: Dell EMC VNXe MR4 Service Pack 5 Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","18 Dec 2019","13 Oct 2021"
"High","CVE-2021-0002, CVE-2021-0003, CVE-2021-0004, CVE-2021-0005, CVE-2021-0006, CVE-2021-0007, CVE-2021-0008, CVE-2021-0009, CVE-2021-0084","DSA-2021-202: Dell PowerEdge Server Security Update for Intel Ethernet Linux Drivers and Ethernet Adapters 800 Series Vulnerabilities","Advisory","04 Oct 2021","12 Oct 2021"
"High","CVE-2021-3712","DSA-2021-212: PowerPath Management Appliance Security Update for an OpenSSL Vulnerability","Advisory","08 Oct 2021","12 Oct 2021"
"Critical","CVE-2021-21975, CVE-2021-21983, CVE-2021-21984, CVE-2021-21985, CVE-2021-21986, CVE-2021-21997, CVE-2021-21999, CVE-2021-21994, CVE-2021-21995, CVE-2021-22002, CVE-2021-22003, CVE-2021-22022, CVE-2021-22023, CVE-2021-22024, CVE-2021-22025, CVE-2021-22026, CVE-2021-22027, CVE-2021-22021, CVE-2021-21991, CVE-2021-21992, CVE-2021-21993, CVE-2021-22005, CVE-2021-22006, CVE-2021-22007, CVE-2021-22008, CVE-2021-22009, CVE-2021-22010, CVE-2021-22011, CVE-2021-22012, CVE-2021-22013, CVE-2021-22014, CVE-2021-22015, CVE-2021-22016, CVE-2021-22017, CVE-2021-22018, CVE-2021-22019, CVE-2021-22020","DSA-2021-210: Dell EMC Enterprise Hybrid Cloud Security Update for Multiple VMware Vulnerabilities","Advisory","07 Oct 2021","08 Oct 2021"
"Critical","CVE-2021-21985, CVE-2021-21986","DSA-2021-126: Dell Integrated Data Protection Appliance Security Update for VMware vCenter Vulnerabilities","Advisory","09 Jun 2021","07 Oct 2021"
